Object Designation,Year Range,Potential Impacts,Impact Probability (cumulative),Vinfinity (km/s),H (mag),Estimated Diameter (km),Palermo Scale (cum.),Palermo Scale (max.),Torino Scale (max.),Year_Start,Year_End,Impact Energy (MT),Crater Diameter (m)
(2020 CO2),2048-2118,39,3.6e-05,15.78,26.7,0.016,-5.16,-5.38,0.0,2048,2118,,
(2021 SQ),2062-2071,5,0.00025,10.56,28.4,0.007,-5.16,-5.19,0.0,2062,2071,,
(2017 SA20),2027-2122,1244,0.00045,5.87,28.4,0.007,-5.16,-6.34,0.0,2027,2122,,
(2007 UO6),2031-2113,12,1.9e-05,11.68,27.4,0.011,-5.17,-5.38,0.0,2031,2113,,
(2013 BL18),2077-2092,7,2.1e-05,14.19,26.0,0.022,-5.17,-5.33,0.0,2077,2092,,
(1999 RZ31),2056-2056,1,1.4e-06,8.2,23.8,0.059,-5.17,-5.17,0.0,2056,2056,,
(2020 CD3),2082-2118,115,0.025,,31.8,0.002,-5.17,-5.64,0.0,2082,2118,,
(2014 JR24),2069-2122,82,0.0012,3.72,29.3,0.005,-5.18,-5.22,0.0,2069,2122,,
(2021 GG1),2073-2122,66,5e-05,14.78,26.6,0.016,-5.19,-5.79,0.0,2073,2122,,
(2022 RD2),2080-2124,101,0.00097,0.41,28.6,0.007,-5.2,-5.82,0.0,2080,2124,,
(2006 QN111),2079-2079,1,1.9e-06,10.55,23.8,0.06,-5.2,-5.2,0.0,2079,2079,,
(2014 JU79),2041-2121,10,3.7e-07,6.17,22.8,0.092,-5.21,-5.61,0.0,2041,2121,,
(2018 CM),2054-2120,19,0.00016,9.5,27.8,0.009,-5.21,-5.3,0.0,2054,2120,,
(2022 UO28),2081-2096,25,0.00023,12.18,28.0,0.008,-5.21,-5.35,0.0,2081,2096,,
(2021 JE1),2064-2121,79,6e-05,8.17,26.7,0.016,-5.22,-5.6,0.0,2064,2121,,
(2015 KG158),2045-2122,87,0.00033,7.69,28.3,0.007,-5.22,-5.36,0.0,2045,2122,,
(2010 XN69),2039-2122,114,3.2e-05,7.3,26.3,0.019,-5.23,-6.12,0.0,2039,2122,,
(2016 DA31),2031-2122,289,0.00028,13.74,29.9,0.004,-5.23,-5.45,0.0,2031,2122,,
(2012 WS3),2082-2122,55,3.5e-05,8.79,25.9,0.022,-5.23,-5.63,0.0,2082,2122,,
(2012 VJ38),2031-2119,52,0.00013,4.45,28.5,0.007,-5.24,-5.32,0.0,2031,2119,,
(2020 XE),2040-2040,1,3.2e-06,24.11,26.3,0.019,-5.24,-5.24,0.0,2040,2040,,
(2022 WE5),2084-2120,13,0.00017,8.11,27.6,0.01,-5.24,-5.28,0.0,2084,2120,,
(2022 SD9),2100-2122,22,0.00039,13.42,28.4,0.007,-5.24,-5.28,0.0,2100,2122,,
(2022 UU14),2052-2094,7,1.3e-06,29.0,24.5,0.042,-5.25,-5.58,0.0,2052,2094,,
(2017 VJ),2109-2121,31,6.5e-06,11.52,24.5,0.042,-5.25,-5.87,0.0,2109,2121,,
(2021 LD6),2106-2121,8,0.00018,2.9,27.2,0.012,-5.25,-5.67,0.0,2106,2121,,
(2022 UD),2072-2118,88,9.4e-05,11.1,27.2,0.012,-5.25,-5.88,0.0,2072,2118,,
(2012 BY1),2043-2074,10,4.5e-06,18.19,25.8,0.024,-5.26,-5.42,0.0,2043,2074,,
(2024 RC16),2062-2062,1,6e-05,18.14,27.8,0.009,-5.26,-5.26,0.0,2062,2062,,
(2013 WM),2047-2105,2,3.8e-07,35.4,23.9,0.055,-5.27,-5.43,0.0,2047,2105,,
(2020 WG5),2086-2121,28,0.00023,5.96,27.7,0.01,-5.27,-5.38,0.0,2086,2121,,
(2023 XT20),2076-2111,5,1.5e-05,17.08,25.8,0.024,-5.27,-5.53,0.0,2076,2111,,
(2024 MS1),2102-2123,5,2.3e-05,15.6,25.9,0.022,-5.27,-5.39,0.0,2102,2123,,
(2008 ST),2048-2122,64,0.00014,3.24,27.1,0.013,-5.28,-5.68,0.0,2048,2122,,
(2025 QG16),2106-2124,10,4.3e-05,12.3,26.3,0.018,-5.28,-5.42,0.0,2106,2124,,
(2020 OR4),2093-2121,19,8.2e-06,21.37,25.6,0.025,-5.29,-5.6,0.0,2093,2121,,
(2020 HQ4),2051-2122,280,8.9e-05,3.52,27.0,0.014,-5.29,-6.03,0.0,2051,2122,,
443104 (2013 XK22),2101-2101,1,4.5e-06,6.9,24.2,0.05,-5.29,-5.29,0.0,2101,2101,,
(2023 SY5),2089-2115,3,0.00013,10.99,27.6,0.01,-5.29,-5.29,0.0,2089,2115,,
(2020 BK3),2091-2105,5,6.2e-05,10.38,26.9,0.014,-5.3,-5.3,0.0,2091,2105,,
(2023 XZ11),2075-2078,2,5.5e-06,14.53,25.2,0.031,-5.3,-5.31,0.0,2075,2078,,
(2018 TP5),2074-2113,48,1.7e-05,10.86,25.8,0.024,-5.31,-5.85,0.0,2074,2113,,
(2021 VB),2085-2119,59,2.8e-05,6.23,25.8,0.023,-5.31,-5.88,0.0,2085,2119,,
(2020 BY1),2049-2049,2,7.9e-06,16.64,26.4,0.018,-5.31,-5.31,0.0,2049,2049,,
(2018 GE2),2060-2122,46,8.4e-05,6.11,27.0,0.013,-5.31,-5.78,0.0,2060,2122,,
(2012 BL14),2030-2122,187,2e-05,19.77,28.2,0.008,-5.32,-5.73,0.0,2030,2122,,
(2018 PZ21),2045-2122,25,4e-05,6.3,26.7,0.016,-5.32,-5.39,0.0,2045,2122,,
(2024 DB1),2078-2090,3,4.6e-07,23.18,23.3,0.074,-5.32,-5.42,0.0,2078,2090,,
(2024 PR5),2107-2124,22,5.8e-05,20.26,27.2,0.012,-5.32,-5.46,0.0,2107,2124,,
(2012 TV),2054-2114,27,4.5e-06,16.67,25.2,0.031,-5.33,-5.61,0.0,2054,2114,,
(2015 BW516),2052-2114,6,6.3e-05,11.49,27.7,0.01,-5.33,-5.63,0.0,2052,2114,,
(2005 NX55),2028-2081,21,1.1e-08,24.8,21.9,0.14,-5.33,-5.88,0.0,2028,2081,,
(2019 HS3),2055-2083,7,1e-05,26.19,26.9,0.014,-5.34,-5.38,0.0,2055,2083,,
(2021 RF16),2049-2054,6,0.00024,8.44,29.0,0.005,-5.35,-5.46,0.0,2049,2054,,
(2010 XB),2036-2036,1,0.0001,19.52,29.6,0.004,-5.35,-5.35,0.0,2036,2036,,
(2018 JN),2100-2120,6,1.2e-05,7.76,25.1,0.033,-5.35,-5.51,0.0,2100,2120,,
(2011 CU46),2061-2122,73,8.3e-06,16.17,25.5,0.027,-5.35,-6.22,0.0,2061,2122,,
(2005 VN5),2047-2121,89,5.6e-05,6.57,27.0,0.014,-5.35,-5.83,0.0,2047,2121,,
(2024 XS8),2089-2122,67,0.00052,9.03,28.7,0.006,-5.35,-5.84,0.0,2089,2122,,
(2020 UC),2049-2120,96,0.00013,7.57,27.6,0.01,-5.36,-5.93,0.0,2049,2120,,
(2020 BY4),2055-2122,18,8.6e-06,20.43,26.1,0.02,-5.36,-5.76,0.0,2055,2122,,
(2016 RR1),2079-2120,45,0.00021,6.75,27.8,0.009,-5.36,-5.68,0.0,2079,2120,,
(2002 TY59),2084-2118,7,1.6e-05,8.22,25.4,0.028,-5.36,-5.53,0.0,2084,2118,,
(2021 VY4),2103-2121,44,3.2e-05,13.91,26.4,0.018,-5.36,-5.89,0.0,2103,2121,,
(2020 GB1),2049-2120,28,2.8e-05,8.28,26.9,0.014,-5.37,-5.49,0.0,2049,2120,,
(2005 AU3),2048-2122,64,1.6e-05,14.41,26.0,0.021,-5.37,-6.09,0.0,2048,2122,,
(2021 VA9),2065-2120,15,5.4e-05,6.87,26.6,0.016,-5.37,-5.38,0.0,2065,2120,,
(2023 XN15),2087-2096,6,2.2e-05,19.49,26.7,0.015,-5.37,-5.63,0.0,2087,2096,,
(2019 KJ4),2059-2122,201,9.8e-05,5.01,27.2,0.012,-5.38,-6.2,0.0,2059,2122,,
(2011 SM173),2058-2120,14,5.6e-05,14.25,27.8,0.009,-5.38,-5.42,0.0,2058,2120,,
(2018 VS6),2083-2121,37,4.7e-05,11.8,26.9,0.014,-5.38,-5.57,0.0,2083,2121,,
(2023 PZ),2077-2124,47,0.00099,1.08,29.1,0.005,-5.38,-5.51,0.0,2077,2124,,
(2024 RB3),2083-2122,14,0.00013,13.93,27.7,0.01,-5.38,-5.39,0.0,2083,2122,,
(2019 SX),2046-2120,96,0.00053,14.43,29.5,0.004,-5.39,-5.62,0.0,2046,2120,,
(2008 KO),2049-2061,3,5.3e-07,23.49,24.4,0.045,-5.39,-5.69,0.0,2049,2061,,
(2021 UT5),2075-2096,6,0.00023,12.1,28.4,0.007,-5.39,-5.55,0.0,2075,2096,,
(2011 KF36),2025-2031,5,6e-10,21.96,20.5,0.274,-5.4,-5.75,0.0,2025,2031,,
(2011 MD),2098-2124,39,0.00036,1.49,28.0,0.008,-5.4,-6.12,0.0,2098,2124,,
(2024 BX5),2083-2123,78,0.00014,3.6,27.5,0.011,-5.4,-5.58,0.0,2083,2123,,
(2020 GA3),2054-2122,27,4.8e-06,16.87,25.1,0.033,-5.41,-5.8,0.0,2054,2122,,
(2022 UN),2123-2123,2,1e-07,20.72,21.6,0.16,-5.41,-5.48,0.0,2123,2123,,
(2020 PO4),2053-2122,109,6.7e-05,5.82,26.9,0.014,-5.41,-6.17,0.0,2053,2122,,
(2021 WV1),2048-2121,146,0.00024,2.66,28.5,0.007,-5.41,-5.6,0.0,2048,2121,,
(2014 GQ17),2052-2122,153,6.3e-05,5.41,27.1,0.013,-5.42,-5.9,0.0,2052,2122,,
(2022 WF1),2110-2122,8,3.8e-06,11.91,24.5,0.043,-5.42,-5.55,0.0,2110,2122,,
(2024 PN1),2107-2124,44,1.6e-05,8.19,25.6,0.026,-5.42,-5.76,0.0,2107,2124,,
(2021 EL3),2088-2122,195,0.00061,5.39,28.8,0.006,-5.42,-5.8,0.0,2088,2122,,
(2022 TG1),2101-2122,8,1.9e-05,5.81,25.6,0.025,-5.42,-5.6,0.0,2101,2122,,
(2021 XV),2045-2071,14,0.00048,10.76,30.1,0.003,-5.42,-5.42,0.0,2045,2071,,
(2020 PQ2),2066-2093,3,8.3e-07,20.4,24.3,0.048,-5.43,-5.49,0.0,2066,2093,,
(2016 BA15),2050-2114,28,1.4e-05,15.88,26.8,0.015,-5.43,-5.55,0.0,2050,2114,,
(2012 DJ54),2068-2122,115,0.00032,5.43,28.5,0.007,-5.44,-5.83,0.0,2068,2122,,
(2009 FZ10),2111-2115,4,1e-05,13.01,25.5,0.027,-5.44,-5.46,0.0,2111,2115,,
(2023 HD6),2077-2086,3,6.4e-05,9.04,27.4,0.011,-5.44,-5.46,0.0,2077,2086,,
(2007 EV),2080-2121,15,6.9e-06,10.59,25.0,0.033,-5.45,-5.99,0.0,2080,2121,,
(2009 CZ1),2058-2111,3,9.9e-07,17.88,24.4,0.044,-5.45,-5.68,0.0,2058,2111,,
(2021 UW1),2092-2120,12,1.8e-05,13.77,26.2,0.02,-5.45,-5.56,0.0,2092,2120,,
(2022 KV6),2070-2070,2,4.4e-07,25.27,24.0,0.055,-5.45,-5.69,0.0,2070,2070,,
(2021 EA),2055-2060,5,6.8e-05,9.46,28.0,0.009,-5.46,-5.49,0.0,2055,2060,,
(2011 EB),2070-2122,6,3.4e-05,10.31,26.9,0.014,-5.46,-5.54,0.0,2070,2122,,
(2013 FU13),2081-2122,24,7.8e-05,5.73,27.2,0.012,-5.46,-5.96,0.0,2081,2122,,
(2010 GH7),2105-2124,94,0.00013,5.04,27.3,0.012,-5.47,-6.54,0.0,2105,2124,,
(2010 HV20),2116-2116,3,8.8e-08,24.74,21.9,0.14,-5.47,-5.49,0.0,2116,2116,,
(2023 XZ13),2053-2123,55,0.00014,8.49,28.4,0.007,-5.47,-5.5,0.0,2053,2123,,
(2025 DE1),2067-2078,2,3.3e-06,11.78,25.1,0.033,-5.47,-5.56,0.0,2067,2078,,
(2021 JW2),2046-2122,216,0.00011,4.89,27.6,0.01,-5.48,-6.32,0.0,2046,2122,,
(2021 FM2),2070-2083,9,0.0011,10.85,30.3,0.003,-5.48,-5.48,0.0,2070,2083,,
(2023 TL3),2066-2071,4,3.4e-06,16.3,25.5,0.027,-5.48,-5.54,0.0,2066,2071,,
(2013 WZ44),2111-2117,5,1.3e-05,12.55,25.7,0.025,-5.48,-5.65,0.0,2111,2117,,
(2009 RR),2098-2120,58,9.3e-06,12.95,25.6,0.026,-5.49,-6.28,0.0,2098,2120,,
(2021 KT2),2057-2120,17,0.00014,8.27,28.4,0.007,-5.49,-5.57,0.0,2057,2120,,
(2018 YH2),2031-2120,31,1.4e-07,9.69,23.1,0.082,-5.5,-5.91,0.0,2031,2120,,
(2022 XO1),2093-2122,16,3.4e-05,8.94,26.6,0.016,-5.5,-5.57,0.0,2093,2122,,
(2014 HN197),2069-2118,12,6.5e-09,22.0,19.9,0.35,-5.51,-5.99,0.0,2069,2118,,
(2016 CD30),2056-2105,5,5.8e-05,10.53,27.7,0.01,-5.51,-5.54,0.0,2056,2105,,
(2020 GO1),2064-2122,93,0.00012,6.85,27.6,0.01,-5.51,-6.0,0.0,2064,2122,,
(2025 PQ1),2099-2123,8,5e-05,8.63,26.9,0.014,-5.51,-5.56,0.0,2099,2123,,
(2010 UB),2116-2119,4,6.2e-06,7.99,24.8,0.037,-5.52,-5.66,0.0,2116,2119,,
(2021 ER),2072-2122,29,7.1e-05,4.3,27.0,0.014,-5.52,-6.04,0.0,2072,2122,,
(2009 JL2),2057-2116,19,8.2e-06,12.83,26.0,0.022,-5.52,-5.93,0.0,2057,2116,,
(2024 AZ3),2089-2123,60,0.00034,9.88,28.8,0.006,-5.52,-5.85,0.0,2089,2123,,
(2017 RZ15),2070-2122,29,6.5e-05,7.86,27.1,0.013,-5.53,-5.93,0.0,2070,2122,,
(2023 JE5),2071-2115,2,3.5e-06,9.22,25.0,0.034,-5.53,-5.53,0.0,2071,2115,,
(2020 DK),2089-2122,34,1.6e-05,10.45,26.0,0.021,-5.54,-6.32,0.0,2089,2122,,
(2016 CK137),2041-2122,159,5.3e-05,9.83,27.3,0.012,-5.54,-6.1,0.0,2041,2122,,
(2020 VO1),2058-2121,66,0.00014,7.68,28.0,0.009,-5.54,-5.83,0.0,2058,2121,,
(2024 JN3),2072-2124,7,2.6e-05,12.95,26.9,0.014,-5.54,-5.56,0.0,2072,2124,,
(2018 VC7),2049-2119,15,5.8e-05,4.22,27.4,0.011,-5.55,-5.81,0.0,2049,2119,,
(2022 SA11),2076-2121,35,0.00035,6.55,28.7,0.006,-5.55,-5.58,0.0,2076,2121,,
(2023 VD1),2060-2123,40,6.3e-06,8.55,25.1,0.033,-5.55,-6.3,0.0,2060,2123,,
(2009 FG),2042-2122,71,5.9e-06,9.12,25.5,0.027,-5.56,-6.02,0.0,2042,2122,,
(2018 VA8),2098-2120,58,3.4e-05,11.82,26.9,0.014,-5.56,-5.94,0.0,2098,2120,,
(2023 MW5),2051-2122,37,5.4e-05,7.11,27.0,0.013,-5.56,-6.24,0.0,2051,2122,,
(2016 TY55),2074-2121,31,4.2e-05,4.61,26.9,0.014,-5.57,-5.68,0.0,2074,2121,,
(2024 BZ15),2031-2121,29,4.2e-06,11.31,26.3,0.018,-5.57,-5.69,0.0,2031,2121,,
(2023 XU5),2088-2115,51,6.2e-05,8.41,27.2,0.012,-5.57,-5.76,0.0,2088,2115,,
(2009 TD17),2039-2121,142,3.8e-05,6.58,27.7,0.01,-5.58,-5.78,0.0,2039,2121,,
(2018 EV3),2081-2121,13,5e-05,12.58,27.1,0.013,-5.58,-5.64,0.0,2081,2121,,
(2017 UL7),2041-2054,2,3.6e-07,16.22,24.4,0.045,-5.58,-5.66,0.0,2041,2054,,
(2023 RH2),2092-2121,3,7.3e-07,22.19,23.9,0.056,-5.58,-5.67,0.0,2092,2121,,
(2019 GX186),2034-2083,7,7e-07,21.7,24.9,0.036,-5.58,-5.86,0.0,2034,2083,,
(2010 TW149),2071-2107,32,6.8e-06,17.07,25.9,0.023,-5.58,-6.28,0.0,2071,2107,,
(2022 KK2),2060-2122,33,0.00012,15.57,28.4,0.007,-5.59,-5.79,0.0,2060,2122,,
(2009 BF58),2060-2122,59,5.8e-05,6.68,27.2,0.012,-5.59,-6.02,0.0,2060,2122,,
(2018 FE4),2098-2106,4,1.5e-06,20.69,24.7,0.039,-5.59,-5.85,0.0,2098,2106,,
(2011 FQ6),2053-2115,32,6.6e-05,10.5,27.7,0.01,-5.59,-5.73,0.0,2053,2115,,
(2020 ED),2096-2120,7,4.3e-05,7.09,26.9,0.014,-5.6,-5.74,0.0,2096,2120,,
(2021 RR14),2089-2119,15,5.6e-05,3.09,26.9,0.014,-5.6,-5.82,0.0,2089,2119,,
(2018 HW1),2105-2122,16,1.8e-05,4.74,25.8,0.024,-5.6,-5.66,0.0,2105,2122,,
(2019 UT),2099-2120,14,0.00011,10.9,27.9,0.009,-5.61,-5.94,0.0,2099,2120,,
(2016 NK22),2084-2122,177,0.00047,6.88,28.9,0.005,-5.61,-5.83,0.0,2084,2122,,
(2017 FN1),2033-2072,9,0.00017,17.92,30.6,0.003,-5.61,-5.68,0.0,2033,2072,,
(2025 JP),2102-2125,14,9.5e-06,5.89,25.3,0.029,-5.61,-6.12,0.0,2102,2125,,
(2020 UT4),2045-2121,36,4.3e-05,17.92,28.2,0.008,-5.62,-6.06,0.0,2045,2121,,
(2017 QF3),2043-2121,69,3.1e-05,12.75,27.8,0.009,-5.63,-6.08,0.0,2043,2121,,
(2010 UH),2061-2122,70,5.5e-05,6.74,27.1,0.013,-5.63,-5.85,0.0,2061,2122,,
(2006 UU17),2099-2119,9,2.1e-05,9.77,26.4,0.018,-5.63,-5.98,0.0,2099,2119,,
(2024 UU),2088-2110,2,5.5e-06,11.59,25.5,0.027,-5.63,-5.63,0.0,2088,2110,,
(2022 HO2),2065-2072,3,2.4e-06,15.48,25.4,0.028,-5.64,-5.64,0.0,2065,2072,,
(2009 WR52),2031-2122,127,0.0001,5.41,28.3,0.007,-5.64,-5.89,0.0,2031,2122,,
(2017 YO5),2084-2120,26,1.8e-05,7.34,26.1,0.02,-5.65,-6.07,0.0,2084,2120,,
(2011 AY22),2044-2118,34,2.9e-05,12.98,27.1,0.013,-5.66,-6.42,0.0,2044,2118,,
(2024 SQ),2084-2122,9,9.2e-06,12.62,25.9,0.023,-5.66,-5.87,0.0,2084,2122,,
(2019 FA),2036-2111,60,7.2e-05,5.68,28.7,0.006,-5.67,-6.14,0.0,2036,2111,,
(2012 LJ),2069-2072,2,2.5e-06,18.68,25.6,0.026,-5.67,-5.68,0.0,2069,2072,,
(2017 OE7),2106-2119,6,2.6e-05,4.28,26.3,0.019,-5.67,-5.7,0.0,2106,2119,,
(2020 SW5),2110-2122,6,6.8e-06,15.79,25.8,0.023,-5.67,-5.93,0.0,2110,2122,,
(2017 AT20),2028-2122,153,1.4e-05,7.57,27.1,0.013,-5.67,-6.14,0.0,2028,2122,,
(2024 SN8),2078-2124,21,7.7e-06,13.78,25.9,0.023,-5.67,-5.81,0.0,2078,2124,,
(2007 XZ9),2065-2118,5,1.4e-06,13.01,24.8,0.037,-5.68,-5.82,0.0,2065,2118,,
(2018 BN6),2077-2122,40,2.4e-05,10.23,26.8,0.015,-5.68,-5.97,0.0,2077,2122,,
(2007 UN12),2089-2122,27,0.0004,1.57,28.8,0.006,-5.68,-6.16,0.0,2089,2122,,
(2023 ES1),2047-2122,9,4.1e-05,7.79,27.8,0.009,-5.68,-5.76,0.0,2047,2122,,
(2021 XU5),2040-2105,43,0.0001,19.1,29.4,0.005,-5.68,-6.03,0.0,2040,2105,,
(2025 SS7),2064-2125,38,0.00072,4.93,30.1,0.003,-5.68,-5.74,0.0,2064,2125,,
(2009 HW67),2046-2079,11,2.8e-06,22.62,26.1,0.02,-5.69,-6.08,0.0,2046,2079,,
(2010 UY7),2066-2121,101,0.00024,3.87,28.5,0.007,-5.69,-6.14,0.0,2066,2121,,
(2022 SY24),2049-2122,131,0.00021,11.27,28.9,0.005,-5.69,-6.22,0.0,2049,2122,,
(2020 FK6),2054-2117,113,6.2e-05,13.19,28.1,0.008,-5.69,-6.69,0.0,2054,2117,,
(2017 UJ43),2050-2116,29,5.1e-05,6.9,27.8,0.009,-5.69,-5.83,0.0,2050,2116,,
(2021 RF12),2055-2083,6,4e-05,12.26,28.0,0.009,-5.69,-5.96,0.0,2055,2083,,
(2024 RQ10),2096-2117,8,7.1e-05,11.05,27.8,0.009,-5.69,-5.69,0.0,2096,2117,,
(2021 LQ),2112-2112,3,9e-07,24.24,24.5,0.043,-5.7,-5.8,0.0,2112,2112,,
(2006 WZ184),2071-2121,85,1.5e-05,7.26,26.1,0.021,-5.7,-6.56,0.0,2071,2121,,
(2011 BF40),2083-2083,1,1.2e-06,18.5,24.8,0.037,-5.7,-5.7,0.0,2083,2083,,
(2022 XX),2082-2121,112,0.00026,6.37,28.7,0.006,-5.7,-6.14,0.0,2082,2121,,
(2023 FH7),2073-2120,8,0.00017,8.31,28.8,0.006,-5.7,-5.71,0.0,2073,2120,,
(2021 WE6),2076-2119,4,7.5e-06,11.41,25.8,0.023,-5.7,-6.01,0.0,2076,2119,,
(2014 QC391),2078-2122,86,6.2e-05,7.61,27.5,0.011,-5.71,-6.17,0.0,2078,2122,,
(2022 SG5),2090-2116,9,4.5e-06,24.12,26.0,0.022,-5.71,-5.94,0.0,2090,2116,,
(2012 UU158),2038-2103,10,1.1e-05,12.28,26.7,0.015,-5.71,-5.76,0.0,2038,2103,,
(2006 BM8),2096-2122,32,4.3e-06,14.79,25.4,0.028,-5.72,-6.18,0.0,2096,2122,,
(2024 GF6),2116-2124,43,3.4e-05,8.24,26.8,0.015,-5.72,-5.96,0.0,2116,2124,,
(2024 VF),2110-2121,5,7.5e-05,4.34,27.4,0.011,-5.72,-6.02,0.0,2110,2121,,
(2025 HD2),2111-2120,3,9.5e-07,13.09,23.9,0.056,-5.72,-5.76,0.0,2111,2120,,
(2021 JY3),2077-2121,43,0.00016,3.86,28.4,0.007,-5.73,-6.15,0.0,2077,2121,,
(2015 TG24),2102-2121,82,2.5e-05,9.84,26.7,0.016,-5.73,-6.72,0.0,2102,2121,,
(2017 YO3),2049-2104,14,4.1e-05,8.31,28.2,0.008,-5.73,-5.79,0.0,2049,2104,,
(2020 UO4),2105-2122,8,0.00033,3.22,28.6,0.006,-5.73,-5.96,0.0,2105,2122,,
(2020 AO1),2049-2049,1,1.5e-07,17.02,23.7,0.062,-5.73,-5.73,0.0,2049,2049,,
(2015 EO),2050-2107,14,8.5e-06,14.25,26.6,0.016,-5.73,-6.01,0.0,2050,2107,,
(2021 VB2),2072-2083,3,9e-05,8.26,28.3,0.007,-5.73,-5.73,0.0,2072,2083,,
(2006 SC),2043-2109,9,1.5e-06,12.22,25.2,0.031,-5.74,-5.87,0.0,2043,2109,,
(2022 VF1),2071-2095,2,6.1e-08,17.96,22.3,0.12,-5.74,-5.86,0.0,2071,2095,,
(2019 NP5),2106-2121,9,9.5e-05,5.09,27.6,0.01,-5.74,-5.91,0.0,2106,2121,,
(2005 WG57),2082-2123,14,7e-07,9.88,23.6,0.063,-5.74,-6.0,0.0,2082,2123,,
(2024 YB),2090-2091,2,7.3e-06,3.94,25.5,0.026,-5.74,-5.75,0.0,2090,2091,,
(2012 VS76),2081-2120,15,1.9e-05,11.46,26.9,0.014,-5.75,-6.06,0.0,2081,2120,,
(2005 SO1),2110-2121,15,4.7e-06,12.02,25.4,0.028,-5.75,-6.23,0.0,2110,2121,,
(2025 FU9),2084-2125,23,3.2e-05,7.99,26.9,0.014,-5.75,-5.96,0.0,2084,2125,,
(2005 TH50),2047-2118,37,6.9e-05,4.95,28.0,0.009,-5.76,-6.1,0.0,2047,2118,,
(2022 JV1),2074-2122,80,6.4e-05,6.45,27.5,0.011,-5.76,-6.65,0.0,2074,2122,,
(2022 GU3),2109-2116,4,7.1e-06,8.4,25.6,0.026,-5.77,-5.78,0.0,2109,2116,,
(2010 TW54),2088-2122,16,6.6e-05,7.76,27.6,0.01,-5.77,-6.13,0.0,2088,2122,,
(2016 SK2),2075-2082,3,2.3e-06,13.64,25.3,0.03,-5.77,-5.79,0.0,2075,2082,,
(2021 UO1),2038-2112,24,1.3e-05,18.51,28.0,0.009,-5.77,-5.95,0.0,2038,2112,,
(2023 FZ3),2034-2034,1,9.7e-08,19.87,24.4,0.044,-5.77,-5.77,0.0,2034,2034,,
(2020 AW),2061-2122,265,0.0002,4.55,28.7,0.006,-5.78,-6.55,0.0,2061,2122,,
(2019 JR2),2079-2122,37,2.5e-05,13.36,27.1,0.013,-5.78,-5.95,0.0,2079,2122,,
(2008 EV84),2041-2041,1,7.2e-07,12.92,25.4,0.029,-5.78,-5.78,0.0,2041,2041,,
(2011 DS),2065-2122,42,2.8e-05,6.54,27.0,0.013,-5.78,-6.09,0.0,2065,2122,,
(2022 QC1),2103-2111,2,3e-06,15.58,25.3,0.03,-5.78,-5.87,0.0,2103,2111,,
(2020 KU),2070-2108,34,0.00014,6.92,28.5,0.007,-5.78,-6.06,0.0,2070,2108,,
(2023 XR14),2093-2117,28,0.00011,10.28,28.3,0.007,-5.78,-5.84,0.0,2093,2117,,
(2016 TQ2),2110-2120,18,1.2e-05,15.21,26.4,0.017,-5.79,-6.01,0.0,2110,2120,,
(2020 KC5),2092-2104,3,3.6e-05,8.96,27.3,0.012,-5.79,-5.79,0.0,2092,2104,,
(2011 BP40),2031-2119,29,1.7e-06,3.46,25.4,0.028,-5.79,-6.19,0.0,2031,2119,,
(2019 GD4),2065-2122,73,5.7e-05,7.52,27.7,0.01,-5.79,-6.15,0.0,2065,2122,,
(2018 BL11),2102-2122,27,0.00011,11.28,28.2,0.008,-5.79,-6.08,0.0,2102,2122,,
(2022 OK5),2115-2120,2,2.8e-07,18.36,23.2,0.077,-5.79,-5.82,0.0,2115,2120,,
(2006 WV29),2036-2120,39,6e-06,16.75,26.5,0.017,-5.79,-6.33,0.0,2036,2120,,
(2008 EA9),2053-2122,160,6.1e-05,1.25,27.7,0.01,-5.8,-6.66,0.0,2053,2122,,
(2021 AB4),2078-2117,46,2.5e-05,5.9,26.8,0.015,-5.8,-6.32,0.0,2078,2117,,
(2025 DB15),2059-2124,5,7.1e-06,6.4,26.2,0.02,-5.8,-5.85,0.0,2059,2124,,
(2020 XG),2081-2121,113,8.8e-05,11.11,28.1,0.008,-5.8,-6.47,0.0,2081,2121,,
(2023 SM5),2105-2122,8,1.6e-05,11.45,26.5,0.017,-5.8,-5.94,0.0,2105,2122,,
(2024 AM4),2080-2124,113,0.00027,1.81,28.7,0.006,-5.8,-6.54,0.0,2080,2124,,
(2016 CG18),2062-2122,102,0.00016,4.26,28.5,0.007,-5.81,-6.25,0.0,2062,2122,,
(2021 RP2),2050-2122,427,0.0008,4.45,30.2,0.003,-5.81,-6.28,0.0,2050,2122,,
(2020 WN5),2068-2122,209,6.5e-05,11.6,28.0,0.009,-5.81,-6.39,0.0,2068,2122,,
(2022 FP2),2054-2121,42,6.9e-05,4.88,28.3,0.007,-5.82,-5.95,0.0,2054,2121,,
(2020 LV),2109-2122,6,5.5e-06,4.49,25.3,0.03,-5.83,-5.89,0.0,2109,2122,,
(2013 RS43),2073-2122,67,3e-05,5.69,27.0,0.013,-5.83,-6.41,0.0,2073,2122,,
(2023 HT4),2110-2119,5,4.6e-07,9.29,23.3,0.076,-5.83,-6.29,0.0,2110,2119,,
(2023 UG4),2081-2120,25,1.6e-05,3.93,26.4,0.017,-5.83,-6.36,0.0,2081,2120,,
(2023 UM4),2115-2115,2,1.3e-05,9.25,26.3,0.019,-5.83,-5.96,0.0,2115,2115,,
